,session_number,date,event_time,unique_visit,on_off,port,port_rank,prior_port,rewarded,RA_1,RA_2,RA_3,RA_4,RA_5,RA_6,photo_i,video_i
422,1,2021-09-09 14:51:31,4.4461,0,1.0,1.0,1.0,1.0,0.0,,,,,,,35188.0,53778.0
424,1,2021-09-09 14:51:31,4.44995,0,1.0,1.0,1.0,1.0,0.0,,,,,,,35218.0,53824.0
426,1,2021-09-09 14:51:31,4.473916666666667,1,1.0,1.0,1.0,1.0,0.0,,,,,,,35405.0,54112.0
428,1,2021-09-09 14:51:31,4.476116666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,35422.0,54138.0
430,1,2021-09-09 14:51:31,4.485816666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,35498.0,54255.0
432,1,2021-09-09 14:51:31,4.500133333333333,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,54426.0
433,1,2021-09-09 14:51:31,5.0001500000000005,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,60426.0
434,1,2021-09-09 14:51:31,5.033483333333334,0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,60826.0
435,1,2021-09-09 14:51:31,5.113766666666667,1,1.0,1.0,1.0,1.0,1.0,10.0,5.0,1.0,1.0,0.0,0.0,40396.0,61789.0
436,1,2021-09-09 14:51:31,5.1137999999999995,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,61789.0
438,1,2021-09-09 14:51:31,5.115399999999999,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40408.0,61809.0
440,1,2021-09-09 14:51:31,5.1171,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40422.0,61829.0
442,1,2021-09-09 14:51:31,5.1185,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40433.0,61846.0
444,1,2021-09-09 14:51:31,5.120216666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40446.0,61866.0
446,1,2021-09-09 14:51:31,5.121849999999999,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40459.0,61886.0
448,1,2021-09-09 14:51:31,5.123866666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40474.0,61910.0
450,1,2021-09-09 14:51:31,5.125583333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40488.0,61931.0
452,1,2021-09-09 14:51:31,5.1277,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40504.0,61956.0
454,1,2021-09-09 14:51:31,5.129666666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40520.0,61980.0
456,1,2021-09-09 14:51:31,5.131516666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40534.0,62002.0
458,1,2021-09-09 14:51:31,5.133283333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40548.0,62023.0
460,1,2021-09-09 14:51:31,5.135866666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40568.0,62054.0
462,1,2021-09-09 14:51:31,5.137416666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40580.0,62073.0
464,1,2021-09-09 14:51:31,5.139266666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40595.0,62095.0
466,1,2021-09-09 14:51:31,5.1415,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40612.0,62122.0
468,1,2021-09-09 14:51:31,5.1450499999999995,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40640.0,62164.0
470,1,2021-09-09 14:51:31,5.147183333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40656.0,62190.0
472,1,2021-09-09 14:51:31,5.1494,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40674.0,62217.0
474,1,2021-09-09 14:51:31,5.151666666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40691.0,62244.0
476,1,2021-09-09 14:51:31,5.154083333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40710.0,62273.0
478,1,2021-09-09 14:51:31,5.155950000000001,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40725.0,62295.0
480,1,2021-09-09 14:51:31,5.1583499999999995,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40744.0,62324.0
482,1,2021-09-09 14:51:31,5.160216666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40758.0,62346.0
484,1,2021-09-09 14:51:31,5.162716666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40778.0,62376.0
486,1,2021-09-09 14:51:31,5.164633333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40793.0,62399.0
488,1,2021-09-09 14:51:31,5.166783333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40809.0,62425.0
490,1,2021-09-09 14:51:31,5.169433333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40830.0,62457.0
492,1,2021-09-09 14:51:31,5.171216666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40844.0,62478.0
494,1,2021-09-09 14:51:31,5.1735999999999995,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40863.0,62507.0
496,1,2021-09-09 14:51:31,5.176166666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40883.0,62538.0
498,1,2021-09-09 14:51:31,5.177716666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40895.0,62556.0
500,1,2021-09-09 14:51:31,5.179733333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40910.0,62580.0
502,1,2021-09-09 14:51:31,5.183133333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40937.0,62621.0
504,1,2021-09-09 14:51:31,5.1852,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40953.0,62646.0
506,1,2021-09-09 14:51:31,5.1869,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40966.0,62666.0
508,1,2021-09-09 14:51:31,5.18875,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40981.0,62689.0
510,1,2021-09-09 14:51:31,5.1895999999999995,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40987.0,62699.0
512,1,2021-09-09 14:51:31,5.1911000000000005,0,1.0,1.0,1.0,1.0,0.0,,,,,,,40999.0,62717.0
514,1,2021-09-09 14:51:31,5.194966666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41029.0,62763.0
516,1,2021-09-09 14:51:31,5.19665,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41042.0,62783.0
518,1,2021-09-09 14:51:31,5.198466666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41057.0,62805.0
520,1,2021-09-09 14:51:31,5.201233333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41078.0,62838.0
522,1,2021-09-09 14:51:31,5.203183333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41093.0,62862.0
524,1,2021-09-09 14:51:31,5.205233333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41109.0,62886.0
526,1,2021-09-09 14:51:31,5.20725,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41125.0,62911.0
528,1,2021-09-09 14:51:31,5.208783333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41137.0,62929.0
530,1,2021-09-09 14:51:31,5.2107,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41152.0,62952.0
532,1,2021-09-09 14:51:31,5.212633333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41167.0,62975.0
534,1,2021-09-09 14:51:31,5.224216666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41257.0,63114.0
536,1,2021-09-09 14:51:31,5.225316666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41266.0,63127.0
538,1,2021-09-09 14:51:31,5.227099999999999,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41280.0,63149.0
540,1,2021-09-09 14:51:31,5.228633333333334,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41292.0,63167.0
542,1,2021-09-09 14:51:31,5.230316666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41305.0,63187.0
544,1,2021-09-09 14:51:31,5.232116666666667,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41319.0,63209.0
546,1,2021-09-09 14:51:31,5.234066666666666,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41334.0,63232.0
548,1,2021-09-09 14:51:31,5.2540666666666676,1,1.0,1.0,1.0,1.0,0.0,,,,,,,41490.0,63472.0
550,1,2021-09-09 14:51:31,5.256349999999999,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41508.0,63500.0
552,1,2021-09-09 14:51:31,5.258583333333333,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41526.0,63527.0
554,1,2021-09-09 14:51:31,5.2604999999999995,0,1.0,1.0,1.0,1.0,0.0,,,,,,,41540.0,63550.0
556,1,2021-09-09 14:51:31,5.500166666666667,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,66426.0
557,1,2021-09-09 14:51:31,5.556633333333334,1,1.0,3.0,4.0,1.0,1.0,11.0,5.0,1.0,1.0,0.0,0.0,43850.0,67103.0
558,1,2021-09-09 14:51:31,5.55665,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,67103.0
560,1,2021-09-09 14:51:31,5.5579833333333335,0,1.0,3.0,4.0,3.0,0.0,,,,,,,43861.0,67119.0
562,1,2021-09-09 14:51:31,5.559666666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,43874.0,67140.0
564,1,2021-09-09 14:51:31,5.561433333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,43887.0,67161.0
566,1,2021-09-09 14:51:31,5.5632166666666665,0,1.0,3.0,4.0,3.0,0.0,,,,,,,43901.0,67182.0
568,1,2021-09-09 14:51:31,5.564816666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,43914.0,67201.0
570,1,2021-09-09 14:51:31,5.567366666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,43934.0,67232.0
572,1,2021-09-09 14:51:31,5.569133333333334,0,1.0,3.0,4.0,3.0,0.0,,,,,,,43947.0,67253.0
574,1,2021-09-09 14:51:31,5.57075,0,1.0,3.0,4.0,3.0,0.0,,,,,,,43960.0,67273.0
576,1,2021-09-09 14:51:31,5.5723,0,1.0,3.0,4.0,3.0,0.0,,,,,,,43972.0,67291.0
578,1,2021-09-09 14:51:31,5.573966666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,43985.0,67311.0
580,1,2021-09-09 14:51:31,5.575483333333334,0,1.0,3.0,4.0,3.0,0.0,,,,,,,43997.0,67329.0
582,1,2021-09-09 14:51:31,5.57725,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44011.0,67351.0
584,1,2021-09-09 14:51:31,5.578783333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44023.0,67369.0
586,1,2021-09-09 14:51:31,5.5804,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44035.0,67388.0
588,1,2021-09-09 14:51:31,5.5821,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44049.0,67409.0
590,1,2021-09-09 14:51:31,5.583866666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44062.0,67430.0
592,1,2021-09-09 14:51:31,5.585466666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44075.0,67449.0
594,1,2021-09-09 14:51:31,5.58725,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44089.0,67471.0
596,1,2021-09-09 14:51:31,5.589016666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44103.0,67492.0
598,1,2021-09-09 14:51:31,5.590633333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44115.0,67511.0
600,1,2021-09-09 14:51:31,5.592233333333334,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44128.0,67530.0
602,1,2021-09-09 14:51:31,5.5940666666666665,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44142.0,67552.0
604,1,2021-09-09 14:51:31,5.595783333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44155.0,67573.0
606,1,2021-09-09 14:51:31,5.5976333333333335,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44170.0,67595.0
608,1,2021-09-09 14:51:31,5.599583333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44185.0,67619.0
610,1,2021-09-09 14:51:31,5.601766666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44202.0,67645.0
612,1,2021-09-09 14:51:31,5.603466666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44215.0,67665.0
614,1,2021-09-09 14:51:31,5.60515,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44228.0,67685.0
616,1,2021-09-09 14:51:31,5.606833333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44241.0,67706.0
618,1,2021-09-09 14:51:31,5.6086,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44255.0,67727.0
620,1,2021-09-09 14:51:31,5.6107,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44272.0,67752.0
622,1,2021-09-09 14:51:31,5.612233333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44284.0,67770.0
624,1,2021-09-09 14:51:31,5.6139833333333335,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44297.0,67791.0
626,1,2021-09-09 14:51:31,5.616066666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44313.0,67816.0
628,1,2021-09-09 14:51:31,5.6175999999999995,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44325.0,67835.0
630,1,2021-09-09 14:51:31,5.619266666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44338.0,67855.0
632,1,2021-09-09 14:51:31,5.6209333333333324,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44351.0,67875.0
634,1,2021-09-09 14:51:31,5.6223833333333335,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44363.0,67892.0
636,1,2021-09-09 14:51:31,5.623966666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44375.0,67911.0
638,1,2021-09-09 14:51:31,5.625699999999999,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44389.0,67932.0
640,1,2021-09-09 14:51:31,5.627516666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44403.0,67954.0
642,1,2021-09-09 14:51:31,5.629316666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44417.0,67975.0
644,1,2021-09-09 14:51:31,5.631183333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44431.0,67998.0
646,1,2021-09-09 14:51:31,5.633066666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44446.0,68020.0
648,1,2021-09-09 14:51:31,5.634833333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44460.0,68042.0
650,1,2021-09-09 14:51:31,5.63665,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44474.0,68063.0
652,1,2021-09-09 14:51:31,5.63825,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44487.0,68083.0
654,1,2021-09-09 14:51:31,5.639866666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44499.0,68102.0
656,1,2021-09-09 14:51:31,5.6417,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44513.0,68124.0
658,1,2021-09-09 14:51:31,5.643383333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44527.0,68144.0
660,1,2021-09-09 14:51:31,5.6450499999999995,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44540.0,68164.0
662,1,2021-09-09 14:51:31,5.6468,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44553.0,68185.0
664,1,2021-09-09 14:51:31,5.648866666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44569.0,68210.0
666,1,2021-09-09 14:51:31,5.650633333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44583.0,68231.0
668,1,2021-09-09 14:51:31,5.652383333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44597.0,68252.0
670,1,2021-09-09 14:51:31,5.654133333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44610.0,68273.0
672,1,2021-09-09 14:51:31,5.655883333333334,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44624.0,68294.0
674,1,2021-09-09 14:51:31,5.65795,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44640.0,68319.0
676,1,2021-09-09 14:51:31,5.659549999999999,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44653.0,68338.0
678,1,2021-09-09 14:51:31,5.661383333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44667.0,68360.0
680,1,2021-09-09 14:51:31,5.663133333333334,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44681.0,68381.0
682,1,2021-09-09 14:51:31,5.665016666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44695.0,68404.0
684,1,2021-09-09 14:51:31,5.6667000000000005,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44709.0,68424.0
686,1,2021-09-09 14:51:31,5.668183333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44720.0,68442.0
688,1,2021-09-09 14:51:31,5.6701999999999995,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44736.0,68466.0
690,1,2021-09-09 14:51:31,5.67215,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44751.0,68489.0
692,1,2021-09-09 14:51:31,5.673883333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44765.0,68510.0
694,1,2021-09-09 14:51:31,5.675833333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44780.0,68534.0
696,1,2021-09-09 14:51:31,5.677733333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44795.0,68556.0
698,1,2021-09-09 14:51:31,5.679733333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44810.0,68580.0
700,1,2021-09-09 14:51:31,5.6814,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44823.0,68600.0
702,1,2021-09-09 14:51:31,5.6831499999999995,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44837.0,68621.0
704,1,2021-09-09 14:51:31,5.6851166666666675,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44852.0,68645.0
706,1,2021-09-09 14:51:31,5.687,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44867.0,68668.0
708,1,2021-09-09 14:51:31,5.689233333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44884.0,68694.0
710,1,2021-09-09 14:51:31,5.691316666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44901.0,68719.0
712,1,2021-09-09 14:51:31,5.6932,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44915.0,68742.0
714,1,2021-09-09 14:51:31,5.695766666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44935.0,68773.0
716,1,2021-09-09 14:51:31,5.697166666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44946.0,68790.0
718,1,2021-09-09 14:51:31,5.699133333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44962.0,68813.0
720,1,2021-09-09 14:51:31,5.701433333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44980.0,68841.0
722,1,2021-09-09 14:51:31,5.703783333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,44998.0,68869.0
724,1,2021-09-09 14:51:31,5.705616666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45012.0,68891.0
726,1,2021-09-09 14:51:31,5.707716666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45029.0,68916.0
728,1,2021-09-09 14:51:31,5.709816666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45045.0,68941.0
730,1,2021-09-09 14:51:31,5.711716666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45060.0,68964.0
732,1,2021-09-09 14:51:31,5.713533333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45074.0,68986.0
734,1,2021-09-09 14:51:31,5.7162500000000005,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45095.0,69019.0
736,1,2021-09-09 14:51:31,5.717933333333334,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45108.0,69039.0
738,1,2021-09-09 14:51:31,5.719449999999999,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45120.0,69057.0
740,1,2021-09-09 14:51:31,5.721116666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45133.0,69077.0
742,1,2021-09-09 14:51:31,5.72515,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45165.0,69125.0
744,1,2021-09-09 14:51:31,5.727099999999999,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45180.0,69149.0
746,1,2021-09-09 14:51:31,5.728716666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45192.0,69168.0
748,1,2021-09-09 14:51:31,5.730783333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45208.0,69193.0
750,1,2021-09-09 14:51:31,5.73285,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45225.0,69218.0
752,1,2021-09-09 14:51:31,5.7351833333333335,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45243.0,69246.0
754,1,2021-09-09 14:51:31,5.737166666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45258.0,69270.0
756,1,2021-09-09 14:51:31,5.73885,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45271.0,69290.0
758,1,2021-09-09 14:51:31,5.742166666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45297.0,69330.0
760,1,2021-09-09 14:51:31,5.744649999999999,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45317.0,69359.0
762,1,2021-09-09 14:51:31,5.7469,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45334.0,69386.0
764,1,2021-09-09 14:51:31,5.749133333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45352.0,69413.0
766,1,2021-09-09 14:51:31,5.7511833333333335,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45368.0,69438.0
768,1,2021-09-09 14:51:31,5.752916666666667,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45381.0,69459.0
770,1,2021-09-09 14:51:31,5.7571666666666665,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45414.0,69510.0
772,1,2021-09-09 14:51:31,5.7594,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45432.0,69536.0
774,1,2021-09-09 14:51:31,5.761916666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45451.0,69567.0
776,1,2021-09-09 14:51:31,5.766183333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45485.0,69618.0
778,1,2021-09-09 14:51:31,5.77015,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45516.0,69665.0
780,1,2021-09-09 14:51:31,5.771716666666666,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45528.0,69684.0
782,1,2021-09-09 14:51:31,5.773533333333333,0,1.0,3.0,4.0,3.0,0.0,,,,,,,45542.0,69706.0
784,1,2021-09-09 14:51:31,6.000183333333334,0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,72425.0
785,1,2021-09-09 14:51:31,6.0335,0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,72825.0
786,1,2021-09-09 14:51:31,6.19355,1,1.0,2.0,2.0,3.0,1.0,12.0,6.0,1.0,1.0,0.0,0.0,48818.0,74745.0
787,1,2021-09-09 14:51:31,6.193583333333334,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,74745.0
789,1,2021-09-09 14:51:31,6.194916666666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,48828.0,74761.0
791,1,2021-09-09 14:51:31,6.196616666666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,48842.0,74782.0
793,1,2021-09-09 14:51:31,6.1979999999999995,0,1.0,2.0,2.0,2.0,0.0,,,,,,,48852.0,74798.0
795,1,2021-09-09 14:51:31,6.199633333333334,0,1.0,2.0,2.0,2.0,0.0,,,,,,,48865.0,74818.0
797,1,2021-09-09 14:51:31,6.201183333333334,0,1.0,2.0,2.0,2.0,0.0,,,,,,,48877.0,74837.0
799,1,2021-09-09 14:51:31,6.202716666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,48889.0,74855.0
801,1,2021-09-09 14:51:31,6.204866666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,48906.0,74881.0
803,1,2021-09-09 14:51:31,6.206783333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,48921.0,74904.0
805,1,2021-09-09 14:51:31,6.208466666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,48934.0,74924.0
807,1,2021-09-09 14:51:31,6.210083333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,48947.0,74943.0
809,1,2021-09-09 14:51:31,6.211966666666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,48961.0,74966.0
811,1,2021-09-09 14:51:31,6.214383333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,48980.0,74995.0
813,1,2021-09-09 14:51:31,6.215333333333334,0,1.0,2.0,2.0,2.0,0.0,,,,,,,48988.0,75006.0
815,1,2021-09-09 14:51:31,6.216966666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49000.0,75026.0
817,1,2021-09-09 14:51:31,6.218833333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49015.0,75048.0
819,1,2021-09-09 14:51:31,6.220616666666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49029.0,75070.0
821,1,2021-09-09 14:51:31,6.222300000000001,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49042.0,75090.0
823,1,2021-09-09 14:51:31,6.224950000000001,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49063.0,75122.0
825,1,2021-09-09 14:51:31,6.226533333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49075.0,75141.0
827,1,2021-09-09 14:51:31,6.2284999999999995,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49090.0,75164.0
829,1,2021-09-09 14:51:31,6.231516666666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49114.0,75201.0
831,1,2021-09-09 14:51:31,6.232366666666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49121.0,75211.0
833,1,2021-09-09 14:51:31,6.2344,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49136.0,75235.0
835,1,2021-09-09 14:51:31,6.2358666666666664,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49148.0,75253.0
837,1,2021-09-09 14:51:31,6.236633333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49154.0,75262.0
839,1,2021-09-09 14:51:31,6.23815,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49166.0,75280.0
841,1,2021-09-09 14:51:31,6.239466666666667,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49176.0,75296.0
843,1,2021-09-09 14:51:31,6.241,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49188.0,75314.0
845,1,2021-09-09 14:51:31,6.241683333333333,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49193.0,75323.0
847,1,2021-09-09 14:51:31,6.2433000000000005,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49206.0,75342.0
849,1,2021-09-09 14:51:31,6.245166666666666,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49220.0,75364.0
851,1,2021-09-09 14:51:31,6.2472,0,1.0,2.0,2.0,2.0,0.0,,,,,,,49236.0,75389.0
853,1,2021-09-09 14:51:31,6.458200000000001,1,1.0,3.0,4.0,2.0,0.0,,,,,,,50882.0,77921.0
